track_name,artist,track_pop,artist_pop,duration,danceability,energy,acousticness,instrumentalness,liveness,valence,link
Is This Love - 2017 Remaster,Whitesnake,55,68,4.743333333333333,0.333,0.79,0.109,0.0,0.115,0.534,open.spotify.com/track/0LIEDX1qDrcsFbWCUsYJmR
Here I Go Again - 2011 Remaster,Whitesnake,64,68,5.137333333333333,0.234,0.75,0.369,0.000805,0.139,0.316,open.spotify.com/track/567EwOGPAXg7Y9DQZTEFEE
Love Ain't No Stranger,Whitesnake,33,68,4.226216666666667,0.371,0.557,0.0981,0.000318,0.115,0.281,open.spotify.com/track/0s0r8cHCio0L22ciSNmoxt
Fool for Your Loving,Whitesnake,36,68,4.302433333333333,0.585,0.906,0.000833,0.0189,0.0958,0.747,open.spotify.com/track/7zydM7FeDlFUPCXdY2GCgZ
Forevermore,Whitesnake,0,68,7.4451,0.346,0.487,0.0131,0.0132,0.084,0.237,open.spotify.com/track/5IHDO69H05HcjeLFyyKyJR
Dream On,Aerosmith,82,79,4.449333333333334,0.307,0.433,0.388,9.08e-05,0.332,0.224,open.spotify.com/track/5MxNLUsfh7uzROypsoO5qe
"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",Aerosmith,1,79,4.996,0.39,0.649,0.172,0.0,0.216,0.144,open.spotify.com/track/0c1gHntWjKD7QShC8s99sq
Sweet Emotion,Aerosmith,76,79,4.568883333333333,0.38,0.76,0.00298,0.0294,0.104,0.491,open.spotify.com/track/24NwBd5vZ2CK8VOQVnqdxr
Walk This Way,Aerosmith,77,79,3.6733333333333333,0.653,0.73,0.0114,1.03e-05,0.0754,0.894,open.spotify.com/track/5SZ6zX4rOrEQferfFC2MfP
Crazy,Aerosmith,0,79,5.278216666666666,0.354,0.864,0.094,0.0,0.135,0.436,open.spotify.com/track/2cBGl1Ehr1D9xbqNmraqb4
Angel,Aerosmith,0,79,5.126216666666667,0.273,0.778,0.0177,0.0,0.0713,0.387,open.spotify.com/track/1THbqI41NsSe5ntfoyMCvH
Janie's Got a Gun,Aerosmith,0,79,5.473333333333334,0.63,0.798,0.091,0.00322,0.135,0.42,open.spotify.com/track/0u5hBoStSFjBIUpbsJERbA
Love in an Elevator,Aerosmith,0,79,5.36155,0.445,0.956,0.0198,0.00675,0.351,0.594,open.spotify.com/track/7aQMQn2CBdb6cKKRUc4irF
What It Takes,Aerosmith,0,79,5.194,0.53,0.793,0.0295,1.51e-05,0.387,0.412,open.spotify.com/track/7hdUykutRuNKNKKYqsWN06
Cryin',Aerosmith,0,79,5.122216666666667,0.233,0.801,4.69e-05,0.0122,0.271,0.482,open.spotify.com/track/261YEv3io53fZXTy44eAfo
Amazing,Aerosmith,0,79,5.924883333333334,0.377,0.765,0.0202,2.23e-05,0.427,0.271,open.spotify.com/track/7FQxvYzo0651MnaFyslSdo
Jaded,Aerosmith,0,79,3.5677666666666665,0.526,0.891,0.00446,2.66e-05,0.0908,0.667,open.spotify.com/track/7y2DeUcCrNhGjPUlHpSFsj
Pink - The South Beach Mix,Aerosmith,0,79,3.9066666666666667,0.495,0.689,0.0013,0.0,0.29,0.8,open.spotify.com/track/3V4X5YSKlzRfeJlToVlYnA
Dude (Looks Like A Lady),Aerosmith,0,79,4.414433333333333,0.581,0.948,0.00769,8.09e-05,0.0373,0.939,open.spotify.com/track/4UJpOKDYSEx7TTtSMZPtTN
What Could Have Been Love,Aerosmith,0,79,3.74355,0.456,0.772,0.0219,0.0,0.101,0.36,open.spotify.com/track/23eoPtyIs7xXlJ64FgOlHs
Fly Away From Here,Aerosmith,65,79,5.029333333333334,0.387,0.686,0.142,0.0,0.122,0.171,open.spotify.com/track/4QB2cdh2v5zeRD1khGF9A5
Sultans Of Swing,Dire Straits,0,78,5.8104,0.731,0.797,0.0771,0.0248,0.334,0.933,open.spotify.com/track/3LTMnFa0hhwisyq6ILahyj
Walk Of Life,Dire Straits,0,78,4.166,0.461,0.918,0.405,0.00033,0.126,0.802,open.spotify.com/track/4tyl9OMKMG8F2L0RUYQMH3
Money For Nothing,Dire Straits,0,78,8.51555,0.666,0.667,0.043,0.0005,0.074,0.679,open.spotify.com/track/4WfGrAJVC3A5xhUTja0gUG
Brothers In Arms,Dire Straits,0,78,7.066666666666666,0.413,0.296,0.531,0.801,0.183,0.144,open.spotify.com/track/7EmSPZ9f1AiLR9eVHNSI62
Romeo And Juliet,Dire Straits,0,78,6.0111,0.613,0.441,0.546,0.0132,0.0869,0.525,open.spotify.com/track/2fF7mQOxo1SZuIMHTQgQD8
So Far Away - Full Version,Dire Straits,0,78,5.1466666666666665,0.698,0.473,0.244,0.211,0.063,0.694,open.spotify.com/track/0h8pmQEibj5GUdMoaqrJnF
Riders on the Storm,The Doors,76,76,7.245333333333333,0.55,0.722,0.25,0.0129,0.11,0.716,open.spotify.com/track/14XWXWv5FoCbFzLksawpEe
Break on Through (To the Other Side),The Doors,75,76,2.4311,0.421,0.751,0.2,0.0,0.17,0.789,open.spotify.com/track/6ToM0uwxtPKo9CMpbPGYvM
Light My Fire,The Doors,74,76,7.1626666666666665,0.413,0.725,0.369,2.16e-05,0.0905,0.44,open.spotify.com/track/5uvosCdMlFdTXhoazkTI5R
People Are Strange,The Doors,75,76,2.16955,0.699,0.467,0.685,0.0,0.315,0.764,open.spotify.com/track/1Jmqubf9kGkWeYQXQKImL5
Love Her Madly,The Doors,68,76,3.3077666666666667,0.565,0.587,0.0573,0.00493,0.0416,0.966,open.spotify.com/track/3MFFDRC4wTN9JNGtzXsZlN
Touch Me - 2017 Remaster,The Doors,29,76,3.2384333333333335,0.493,0.839,0.0775,0.0416,0.0841,0.721,open.spotify.com/track/1K7GUfbEtGjNifXHPG7k7B
Roadhouse Blues - 2017 Remaster,The Doors,23,76,3.814,0.619,0.6,0.141,0.000129,0.135,0.86,open.spotify.com/track/1lPXLd4Fg8TKFpUt5SZQWu
Baba O'Riley,The Who,0,72,5.006666666666667,0.489,0.724,0.313,0.185,0.287,0.15,open.spotify.com/track/2KmEgiY8fQs0G6WNxtzQKr
Behind Blue Eyes,The Who,0,72,3.6948833333333333,0.41,0.53,0.126,2.36e-05,0.285,0.263,open.spotify.com/track/2X59ZxwE9x4pWnxsxKhr1E
My Generation - Stereo Version,The Who,0,72,3.3117666666666667,0.412,0.782,0.308,0.00822,0.0775,0.705,open.spotify.com/track/6awTbDHgM907tGecNQYPaV
Who Are You,The Who,0,72,6.311766666666666,0.651,0.661,0.265,0.00313,0.106,0.489,open.spotify.com/track/3x2bXiU0o4WbsPkawXlfDA
Pinball Wizard,The Who,0,72,3.0157166666666666,0.543,0.715,0.0192,0.0,0.256,0.468,open.spotify.com/track/1zGk1kgAxCpg6PHjGuLe4J
Substitute - Single Version,The Who,0,72,3.80625,0.377,0.902,0.0529,0.0,0.0714,0.753,open.spotify.com/track/1CBkgRjOMlpvHzV8XgUgP2
The Seeker - Edit,The Who,0,72,3.214916666666667,0.312,0.695,0.0175,8.89e-06,0.293,0.656,open.spotify.com/track/5veRQ02ImoSXzyr7LHUULW
Happy Jack - Single Version / Mono Version,The Who,0,72,2.2055,0.571,0.718,0.105,0.00702,0.0844,0.926,open.spotify.com/track/19JfaE7ZQPfaUa14EnzRWT
Won't Get Fooled Again - Single Edit,The Who,0,72,3.666916666666667,0.661,0.881,0.427,0.402,0.0555,0.741,open.spotify.com/track/159aP4vDHD5vaSMUWOTFB1
The Kids Are Alright - Mono Version,The Who,0,72,3.0991,0.307,0.718,0.0183,7.92e-05,0.0974,0.743,open.spotify.com/track/0bjMLIx1q7bU6FhCqiDDDY
You Better You Bet,The Who,0,72,5.617616666666667,0.604,0.696,0.355,0.612,0.11,0.545,open.spotify.com/track/4luLoTstBVTVZhK1w66qZT
Wonderwall - Remastered,Oasis,81,79,4.312883333333334,0.378,0.896,0.000452,0.0,0.194,0.469,open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
Don't Look Back in Anger - Remastered,Oasis,75,79,4.826,0.327,0.938,0.0708,3.79e-06,0.148,0.326,open.spotify.com/track/0UvCh63URrLFcPkKt99hHd
Stand by Me,Oasis,62,79,5.943333333333333,0.214,0.828,0.0142,1.61e-06,0.161,0.388,open.spotify.com/track/2gANywSFYF58YFMPdDSAjC
Champagne Supernova - Remastered,Oasis,67,79,7.522,0.294,0.825,0.465,0.0841,0.354,0.122,open.spotify.com/track/1wo3UYTeizJHkwYIuLuBPF
Live Forever - Remastered,Oasis,56,79,4.6111,0.191,0.829,2.72e-05,2.11e-05,0.362,0.191,open.spotify.com/track/0nOF9ewQlwzVU0qKPR2DTq
Supersonic,Oasis,31,79,4.7457666666666665,0.393,0.879,3.73e-05,0.00731,0.0773,0.659,open.spotify.com/track/57qnBN8Ktxr0EadSbF8pYH
All Around the World,Oasis,26,79,9.684433333333333,0.359,0.84,0.00563,0.00101,0.0946,0.385,open.spotify.com/track/2aTv5QNI5MHosWOeySTUGr
Whatever,Oasis,41,79,6.336433333333333,0.263,0.898,0.0137,0.0327,0.613,0.316,open.spotify.com/track/2NlxUC1LiVMjswincnqsdd
Don't Go Away,Oasis,59,79,4.81,0.426,0.838,0.0532,3.02e-06,0.0829,0.182,open.spotify.com/track/3MCuDi4gQrf7Xms8lTpTAx
Sunday Morning Call,Oasis,45,79,5.210666666666667,0.296,0.59,0.0364,0.0658,0.162,0.195,open.spotify.com/track/7EeyAZiyUEPFr8eBzG2BrT
Stairway to Heaven - Remaster,Led Zeppelin,82,80,8.047166666666667,0.338,0.34,0.58,0.0032,0.116,0.197,open.spotify.com/track/5CQ30WqJwcep0pYcV4AMNc
Immigrant Song - Remaster,Led Zeppelin,80,80,2.4375,0.564,0.932,0.013,0.169,0.349,0.619,open.spotify.com/track/78lgmZwycJ3nzsdgmPPGNx
Whole Lotta Love - 1990 Remaster,Led Zeppelin,79,80,5.564883333333333,0.412,0.902,0.0484,0.131,0.405,0.422,open.spotify.com/track/0hCB0YR03f6AmQaHbwWDe8
Rock and Roll - Remaster,Led Zeppelin,61,80,3.6813333333333333,0.317,0.879,0.00091,0.00142,0.0972,0.849,open.spotify.com/track/7HQrFPtLEpgTJaEVujH8OO
Black Dog - Remaster,Led Zeppelin,53,80,4.9251,0.407,0.866,0.4,0.0409,0.27,0.723,open.spotify.com/track/3nsUVlntPIksDvhHdZZhiu
D'yer Mak'er - Remaster,Led Zeppelin,49,80,4.379333333333333,0.526,0.918,0.25,4.54e-05,0.0778,0.578,open.spotify.com/track/5iNr7y6iWNkwVvVeOXSLT5
Kashmir - Remaster,Led Zeppelin,52,80,8.618666666666666,0.484,0.609,0.448,0.0007,0.0415,0.61,open.spotify.com/track/5v2vkoTamoisazJFanHJjk
All My Love - Remaster,Led Zeppelin,54,80,5.93155,0.552,0.791,0.123,1.42e-05,0.162,0.698,open.spotify.com/track/5UdShl12E6eHEgS8lQ1bPr
Going to California - Remaster,Led Zeppelin,72,80,3.536,0.503,0.265,0.943,0.045,0.0867,0.522,open.spotify.com/track/70gbuMqwNBE2Y5rkQJE9By
Basket Case,Green Day,83,83,3.02555,0.442,0.943,0.00293,8.71e-06,0.091,0.781,open.spotify.com/track/6L89mwZXSOwYl76YXfX13s
Wake Me up When September Ends,Green Day,80,83,4.760883333333333,0.546,0.814,0.023,0.0,0.0972,0.146,open.spotify.com/track/3ZffCQKLFLUvYM59XKLbVm
American Idiot,Green Day,82,83,2.9391,0.38,0.988,2.64e-05,7.86e-05,0.368,0.769,open.spotify.com/track/6nTiIhLmQ3FWhvrGafw2zj
Good Riddance (Time of Your Life),Green Day,79,83,2.5577666666666667,0.475,0.432,0.183,0.0,0.161,0.648,open.spotify.com/track/6ORqU0bHbVCRjXm9AjyHyZ
21 Guns,Green Day,78,83,5.35155,0.268,0.742,0.0518,0.0,0.626,0.416,open.spotify.com/track/64yrDBpcdwEdNY9loyEGbX
Welcome to Paradise,Green Day,40,83,3.73555,0.37,0.96,0.000241,0.0116,0.0563,0.717,open.spotify.com/track/0GberfaviYSn4fuGtVpGG2
When I Come Around,Green Day,42,83,2.966666666666667,0.531,0.909,0.0175,0.0,0.231,0.814,open.spotify.com/track/1teFXYSH50GcifnzPVoooo
She,Green Day,40,83,2.2382166666666667,0.37,0.937,7.37e-05,0.00817,0.0904,0.874,open.spotify.com/track/6XrPPErNilRR7769tIjMgG
Minority,Green Day,39,83,2.8037666666666667,0.551,0.965,0.00576,0.0,0.171,0.708,open.spotify.com/track/4RNoJ5oq5pRnJGf1BJHUSV
Holiday,Green Day,71,83,3.878,0.552,0.89,0.000143,0.0,0.888,0.716,open.spotify.com/track/4VgEM12OeaN3GyBV487Me7
Boulevard of Broken Dreams,Green Day,80,83,4.372216666666667,0.496,0.682,0.00552,2.94e-05,0.0589,0.474,open.spotify.com/track/5GorCbAP4aL0EJ16frG2hd
Know Your Enemy,Green Day,40,83,3.1964333333333332,0.559,0.955,0.00237,7.06e-05,0.0566,0.957,open.spotify.com/track/0kUUSGQZOBUtDTIlbQcTSR
Oh Love,Green Day,38,83,5.054883333333334,0.427,0.773,0.00605,4.02e-06,0.0396,0.695,open.spotify.com/track/3qqxQi1qqfunpQ81Og9iAM
Bang Bang,Green Day,38,83,3.424,0.499,0.958,0.000326,2.19e-06,0.432,0.359,open.spotify.com/track/5jAdSztRpEBGcIMZu4Dhor
Still Breathing,Green Day,39,83,3.746,0.54,0.902,0.0142,0.0,0.0756,0.692,open.spotify.com/track/6rorRLsVFm2EfaRVWtvo3F
Revolution Radio,Green Day,60,83,3.0142166666666665,0.419,0.971,4.63e-05,1.43e-05,0.171,0.677,open.spotify.com/track/3oqYMRKQcwyNmFn1VD2ukD
Still Breathing,Green Day,65,83,3.746,0.54,0.902,0.0142,0.0,0.0756,0.692,open.spotify.com/track/19YmvsVCetCBeVj6O2mljR
X-Kid,Green Day,47,83,3.695333333333333,0.574,0.874,0.00358,4.04e-06,0.098,0.799,open.spotify.com/track/5i559orX0oL7i4AuZGKott
Know Your Enemy,Green Day,47,83,3.1964333333333332,0.559,0.955,0.00237,7.06e-05,0.0566,0.957,open.spotify.com/track/3gBiC50QtRYGuo9pL4fQfI
Jesus of Suburbia,Green Day,60,83,9.13755,0.3,0.929,0.000259,2.26e-06,0.329,0.59,open.spotify.com/track/10lT3pp9QERGOWiIzLx4We
Bohemian Rhapsody - Remastered 2011,Queen,1,88,5.905333333333333,0.414,0.404,0.271,0.0,0.3,0.224,open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY
Don't Stop Me Now - Remastered 2011,Queen,84,88,3.4902166666666665,0.559,0.868,0.0475,0.000176,0.776,0.609,open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
We Will Rock You - Remastered 2011,Queen,81,88,2.0344333333333333,0.692,0.497,0.676,0.0,0.259,0.475,open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn
Somebody To Love - 2014 Remaster,Queen,0,88,4.882466666666667,0.497,0.696,0.198,0.0,0.169,0.422,open.spotify.com/track/3mBd56t3Au5vk17sX4aMPt
Crazy Little Thing Called Love - Remastered 2011,Queen,0,88,2.7184666666666666,0.621,0.765,0.706,1.54e-06,0.332,0.729,open.spotify.com/track/2zCs0vLKiRO0ctaAji81g5
Another One Bites The Dust - Remastered 2011,Queen,54,88,3.5888833333333334,0.928,0.531,0.0969,0.314,0.16,0.765,open.spotify.com/track/4xPnIniRbg40s1jCD246pc
Fat Bottomed Girls - Remastered 2011,Queen,57,88,3.374,0.421,0.671,0.0581,0.0,0.361,0.557,open.spotify.com/track/0CQddjWDflPd0dOqqVkJ2H
You're My Best Friend - Remastered 2011,Queen,54,88,2.847766666666667,0.513,0.781,0.15,0.00689,0.0761,0.542,open.spotify.com/track/5NpLjebPN2sTg5TYT3jEqq
We Will Rock You - Remastered 2011,Queen,53,88,2.0302166666666666,0.7,0.495,0.662,0.0,0.242,0.506,open.spotify.com/track/3OYsVAtg2j28YkfchSUfwv
We Are The Champions - Remastered 2011,Queen,53,88,3.1153333333333335,0.482,0.485,0.405,0.0,0.108,0.18,open.spotify.com/track/2mbk9uIlbFUEeYof7I361V
A Kind Of Magic - Remastered 2011,Queen,42,88,4.3708833333333335,0.672,0.773,0.016,0.00101,0.171,0.692,open.spotify.com/track/7g6hAuTCUIyC60CDVqIcY2
Under Pressure - Remastered 2011,Queen,41,88,3.9417666666666666,0.667,0.713,0.521,0.0,0.0734,0.526,open.spotify.com/track/63fDE0WiIXFr1temhYkQKQ
Radio Ga Ga - Remastered 2011,Queen,45,88,5.722,0.744,0.499,0.176,0.000393,0.102,0.678,open.spotify.com/track/0BKSmrw4dVFlUm1B5sFDqZ
I Want To Break Free - Remastered 2011,Queen,43,88,4.3,0.796,0.43,0.0869,0.000343,0.0776,0.559,open.spotify.com/track/4mLbifiule87a2oLrvwLVu
The Show Must Go On - Remastered 2011,Queen,54,88,4.393766666666667,0.435,0.7,0.388,0.0,0.118,0.266,open.spotify.com/track/7ofV2J7Ndzo2s5NBEgfpxl
Nothing Else Matters,Metallica,0,84,6.4711,0.553,0.362,0.0458,6.01e-06,0.075,0.158,open.spotify.com/track/1znPMY3zq78mVuTAmOA9O7
Enter Sandman,Metallica,0,84,5.5211,0.577,0.828,0.00213,0.0114,0.0581,0.604,open.spotify.com/track/1bdXMstfxFWYSkEFTnJMoN
Master Of Puppets,Metallica,0,84,8.589766666666666,0.539,0.828,0.000721,0.438,0.198,0.587,open.spotify.com/track/01ICFoBoco3TaM5r3HthXy
The Unforgiven,Metallica,0,84,6.44155,0.54,0.584,0.0108,0.00296,0.253,0.244,open.spotify.com/track/0BAjUM6V9P9g8rK83hVUTJ
One,Metallica,0,84,7.457333333333334,0.437,0.695,0.00111,0.0857,0.124,0.413,open.spotify.com/track/0kUBk3PnCat4oPvTlNsStp
Whiskey In The Jar,Metallica,0,84,5.078216666666667,0.511,0.97,5.6e-06,0.00136,0.18,0.566,open.spotify.com/track/2nLj38A7KPJ3GhiVO6zCsJ
Sad But True,Metallica,0,84,5.398883333333333,0.633,0.846,0.000819,0.00139,0.0762,0.448,open.spotify.com/track/037Q3LMK7nqfCsTsD0E0JP
Fade To Black - Remastered,Metallica,0,84,6.953766666666667,0.256,0.924,0.00369,0.234,0.114,0.28,open.spotify.com/track/4dO0NqNcwW7yWEHPyQmi7m
The Trooper - 1998 Remastered Version,Iron Maiden,0,76,4.182883333333334,0.286,0.856,0.0238,0.0542,0.487,0.696,open.spotify.com/track/2pxAohyJptQWTQ5ZRWYijN
Run to the Hills - 1998 Remastered Version,Iron Maiden,0,76,3.8993333333333333,0.221,0.956,0.0103,0.000523,0.195,0.432,open.spotify.com/track/2JS1iE5A5RHvUPH5Zl9jlF
Fear Of The Dark - 1998 Remastered Version,Iron Maiden,0,76,7.280433333333334,0.302,0.815,0.000762,0.00034,0.0959,0.251,open.spotify.com/track/0P4JuEXYJmu2Q7BTtQW5nR
The Number Of The Beast - 1998 Remastered Version,Iron Maiden,0,76,4.856216666666667,0.42,0.93,0.0189,0.00675,0.264,0.344,open.spotify.com/track/1s4Ie0cT6P73SRSfh3oyGW
Hallowed Be Thy Name - 1998 Remastered Version,Iron Maiden,0,76,7.213333333333333,0.304,0.909,0.00185,0.122,0.362,0.348,open.spotify.com/track/1iGXvUsVVkYBas0Cniw6NB
Wasting Love - 1998 Remastered Version,Iron Maiden,0,76,5.848883333333333,0.313,0.572,0.00753,7.01e-06,0.0911,0.287,open.spotify.com/track/2DFTsbBalul96hXk8Af5qP
Can I Play with Madness - 1998 Remaster,Iron Maiden,0,76,3.5171,0.312,0.962,0.0678,0.0,0.272,0.572,open.spotify.com/track/0der44SzM8j3KYyB9HZQPj
Smells Like Teen Spirit,Nirvana,35,86,5.032,0.502,0.912,2.55e-05,0.000173,0.106,0.72,open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
Come As You Are,Nirvana,30,86,3.6486666666666667,0.5,0.824,0.00016,0.00161,0.0916,0.539,open.spotify.com/track/0MKGH8UMfCnq5w7nG06oM5
Lithium,Nirvana,25,86,4.284216666666667,0.678,0.656,0.00174,0.0,0.0631,0.485,open.spotify.com/track/26D1PRJjD9Jj1JGRk88KVc
About A Girl - Remastered,Nirvana,0,86,2.8026666666666666,0.402,0.898,8.86e-06,8.89e-05,0.279,0.675,open.spotify.com/track/0zeqKbySjKbfW5jyl3PMsW
All Apologies,Nirvana,0,86,3.886216666666667,0.445,0.627,0.0881,0.000195,0.0896,0.332,open.spotify.com/track/5sWMEcMemPH3Bc8hxeivIi
In Bloom - Nevermind Version,Nirvana,0,86,4.224,0.438,0.851,2.67e-05,0.000136,0.301,0.592,open.spotify.com/track/07bEZWP1PqS5jCR0iiz1zt
Can't Help Falling in Love,Elvis Presley,80,79,3.0393333333333334,0.396,0.293,0.941,0.000196,0.105,0.343,open.spotify.com/track/44AyOl4qVkzS48vBsbNXaC
Jailhouse Rock,Elvis Presley,71,79,2.441333333333333,0.647,0.582,0.41,1.93e-06,0.0715,0.915,open.spotify.com/track/4gphxUgq0JSFv2BCLhNDiE
Suspicious Minds,Elvis Presley,75,79,4.35465,0.487,0.382,0.0422,4.74e-06,0.411,0.714,open.spotify.com/track/1H5IfYyIIAlgDX8zguUzns
Hound Dog,Elvis Presley,68,79,2.2671,0.494,0.756,0.733,0.00505,0.76,0.949,open.spotify.com/track/64Ny7djQ6rNJspquof2KoX
Love Me Tender,Elvis Presley,60,79,2.7011,0.439,0.0529,0.881,0.0,0.106,0.314,open.spotify.com/track/7iBBcw61QVJxI3NDzlpX2E
Stuck On You,Elvis Presley,47,79,2.3137666666666665,0.649,0.678,0.775,0.000634,0.129,0.96,open.spotify.com/track/7bA1DHtoJAvqyL42gHwOLa
It's Now or Never,Elvis Presley,59,79,3.243333333333333,0.643,0.491,0.642,0.00972,0.286,0.753,open.spotify.com/track/1XunTmhOcj3xwh4b8P3isX
(You're The) Devil in Disguise,Elvis Presley,66,79,2.3404333333333334,0.481,0.733,0.575,1.18e-05,0.108,0.874,open.spotify.com/track/0D1pEisM3QkiacGXJe5dmd
Burning Love,Elvis Presley,50,79,2.9473333333333334,0.648,0.953,0.115,0.000164,0.22,0.97,open.spotify.com/track/7akmE0AToGj8eLidXVWoI6
Every Breath You Take - Remastered 2003,The Police,1,78,4.220833333333333,0.82,0.452,0.543,0.00294,0.0701,0.74,open.spotify.com/track/5C0LFQARavkPpn7JgA4sLk
Roxanne - Remastered 2003,The Police,0,78,3.191666666666667,0.618,0.748,0.0384,4.1e-06,0.0477,0.662,open.spotify.com/track/3FmAUR4SPWa3P1KyDf21Fu
Message In A Bottle - Remastered 2003,The Police,0,78,4.838,0.577,0.808,0.0338,1.33e-05,0.221,0.869,open.spotify.com/track/3bN4tg6rnNPy9GCkGhym4T
Every Little Thing She Does Is Magic - Remastered 2003,The Police,0,78,4.325,0.558,0.768,0.121,0.0626,0.128,0.429,open.spotify.com/track/60HDLY1Dh2Hy9wTVI3WPzO
So Lonely - Remastered 2003,The Police,0,78,4.804166666666666,0.541,0.571,0.0123,1.55e-06,0.0899,0.73,open.spotify.com/track/3awlW6flEG4juGnGCduWw9
Can't Stand Losing You,The Police,0,78,2.8,0.782,0.549,0.0647,0.000111,0.0621,0.955,open.spotify.com/track/4uErlni7Deg1CgSy3zYtN7
Don't Stand So Close To Me,The Police,0,78,4.020833333333333,0.794,0.358,0.018,0.0439,0.0448,0.468,open.spotify.com/track/0fCa1jnt9qazpM4iEnNpz4
King Of Pain,The Police,0,78,4.96,0.516,0.648,0.343,7.88e-05,0.0732,0.686,open.spotify.com/track/79jKSlgmGyZQ7RteJV9E81
Poison,Alice Cooper,76,67,4.501333333333333,0.28,0.908,0.0327,8.85e-06,0.18,0.26,open.spotify.com/track/5XcZRgJv3zMhTqCyESjQrF
School's Out,Alice Cooper,72,67,3.5017666666666667,0.294,0.745,0.05,0.125,0.676,0.347,open.spotify.com/track/5Z8EDau8uNcP1E8JvmfkZe
I'm Eighteen,Alice Cooper,60,67,3.0126666666666666,0.618,0.413,0.249,0.0517,0.131,0.531,open.spotify.com/track/3YU9X8ryOR20beT7wOlDIJ
House of Fire,Alice Cooper,20,67,3.7631,0.499,0.957,0.0129,1.52e-05,0.422,0.442,open.spotify.com/track/7nZU5xuNW4pHSmxcUDUsGi
Under My Wheels,Alice Cooper,53,67,2.8593333333333333,0.239,0.798,0.000485,0.376,0.141,0.292,open.spotify.com/track/6TPMFSJFmyIohTM5El90Po
Crazy Train,Ozzy Osbourne,10,74,4.9366666666666665,0.453,0.905,0.36,0.000569,0.26,0.474,open.spotify.com/track/2b9lp5A6CqSzwOrBfAFhof
"Mama, I'm Coming Home",Ozzy Osbourne,71,74,4.197766666666666,0.282,0.656,0.0105,0.0,0.0892,0.242,open.spotify.com/track/0S3gpZzlT9Hb7CCSV2owX7
No More Tears,Ozzy Osbourne,70,74,7.387333333333333,0.346,0.749,0.00167,8.86e-05,0.648,0.315,open.spotify.com/track/7w6PJe5KBPyvuRYxFkPssC
Mr. Crowley - 2002 Version,Ozzy Osbourne,0,74,4.9188833333333335,0.327,0.814,0.0299,0.0109,0.435,0.413,open.spotify.com/track/6MpskE9Q5XEp5pMOy18SIx
Time After Time,Ozzy Osbourne,0,74,4.3351,0.274,0.649,3.77e-05,0.000185,0.0712,0.172,open.spotify.com/track/5KFwz5HKCNo8lvPru4lBFU
Paranoid,Black Sabbath,81,75,2.8073333333333332,0.429,0.631,7.85e-05,0.00411,0.175,0.376,open.spotify.com/track/1jzDzZWeSDBg5fhNc3tczV
Iron Man,Black Sabbath,73,75,5.912883333333333,0.332,0.769,0.00367,0.00413,0.0372,0.525,open.spotify.com/track/0TI8TP4FitVPoEHPTySx48
War Pigs,Black Sabbath,68,75,7.906666666666666,0.464,0.612,0.116,0.00559,0.171,0.496,open.spotify.com/track/0W35nxtHtFlseSojmygEsf
Dancing In the Dark,Bruce Springsteen,82,79,4.021766666666666,0.527,0.942,0.0115,0.0,0.188,0.495,open.spotify.com/track/7FwBtcecmlpc1sLySPXeGE
I'm On Fire,Bruce Springsteen,78,79,2.598,0.62,0.446,0.589,0.0299,0.0727,0.868,open.spotify.com/track/3PzsbWSQdLCKDLxn7YZfkM
Born to Run,Bruce Springsteen,75,79,4.498666666666667,0.27,0.944,0.00501,2.05e-05,0.116,0.606,open.spotify.com/track/6hTcuIQa0sxrrByu9wTD7s
Born in the U.S.A.,Bruce Springsteen,78,79,4.644666666666667,0.398,0.952,0.000373,7.75e-05,0.1,0.584,open.spotify.com/track/0dOg1ySSI7NkpAe89Zo0b9
No Surrender,Bruce Springsteen,56,79,4.002433333333333,0.351,0.947,0.00382,1.81e-06,0.559,0.859,open.spotify.com/track/2zMlWt4aYreVczVERFK94w
Glory Days,Bruce Springsteen,74,79,4.24555,0.574,0.96,0.0457,0.0,0.121,0.978,open.spotify.com/track/2Y90nL1ohB4sgYELDs7uNx
Born to Run,Bruce Springsteen,29,79,4.503333333333333,0.283,0.945,0.00498,1.53e-05,0.17,0.591,open.spotify.com/track/1IMqNbxi2YkYpgwWrQ3415
The Ghost of Tom Joad,Bruce Springsteen,27,79,4.3551,0.462,0.0973,0.438,0.139,0.163,0.0754,open.spotify.com/track/4z02bBuibhxi3cU5dxUdB4
Streets of Philadelphia - Single Edit,Bruce Springsteen,0,79,3.2548833333333334,0.724,0.249,0.341,0.11,0.0933,0.444,open.spotify.com/track/0oVSvrU612xkj7vbvbUAT2
Alive,Pearl Jam,79,78,5.681783333333334,0.284,0.875,0.00752,0.000461,0.402,0.595,open.spotify.com/track/1L94M3KIu7QluZe63g64rv
Even Flow,Pearl Jam,79,78,4.876333333333333,0.394,0.944,0.00178,4.54e-06,0.298,0.265,open.spotify.com/track/6QewNVIDKdSl8Y3ycuHIei
