track_name,artist,track_pop,artist_pop,duration,danceability,energy,acousticness,instrumentalness,liveness,valence,link
This Is War,Thirty Seconds To Mars,51,71,5.449716666666666,0.402,0.723,0.0663,2e-06,0.233,0.224,open.spotify.com/track/01v7kv0RTVaX4Vs8GcOGOP
Kings And Queens,Thirty Seconds To Mars,50,71,5.794433333333333,0.293,0.817,0.0401,3.4e-05,0.13,0.145,open.spotify.com/track/4z21jCYxdhnEfvgqGSKByQ
Closer To The Edge,Thirty Seconds To Mars,55,71,4.557766666666667,0.502,0.948,0.0101,4.49e-06,0.0809,0.102,open.spotify.com/track/1V82d4T5gadqzboNVWKcMj
Feels like the First Time,Foreigner,53,72,3.208666666666667,0.544,0.812,0.0599,0.0,0.456,0.471,open.spotify.com/track/3DHWxeWr4uh19MklWjLpR0
I Would Walk 500 Miles,Kenny And The Scots,0,0,3.608,0.881,0.541,0.193,0.0,0.141,0.852,open.spotify.com/track/4TzFz8i3sbwB7EpNbyOZVx
Africa,TOTO,85,75,4.93155,0.671,0.373,0.257,8.01e-05,0.0481,0.732,open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
Hold the Line,TOTO,81,75,3.9257666666666666,0.473,0.898,0.00783,0.0618,0.173,0.808,open.spotify.com/track/4aVuWgvD0X63hcOCnZtNFA
Rosanna,TOTO,75,75,5.52,0.365,0.513,0.0208,0.000147,0.205,0.739,open.spotify.com/track/37BTh5g05cxBIRYMbw8g2T
I'll Be Over You,TOTO,73,75,3.8313333333333333,0.515,0.277,0.062,0.0,0.258,0.413,open.spotify.com/track/1WeoeHh0TSzsApyJ6Q8OOK
More Than a Feeling,Boston,81,70,4.7522166666666665,0.377,0.681,0.00088,0.0023,0.0504,0.285,open.spotify.com/track/1QEEqeFIZktqIpPI4jSVSF
Rock & Roll Band,Boston,61,70,3.0057666666666667,0.487,0.838,0.00351,2.92e-05,0.377,0.655,open.spotify.com/track/5E89Izp4YhPyNShoxiOJ1u
Peace of Mind,Boston,71,70,5.0597666666666665,0.419,0.677,0.00101,9.99e-05,0.211,0.684,open.spotify.com/track/1GqlvSEtMx5xbGptxOTTyk
Any Way You Want It,Journey,75,76,3.36155,0.529,0.932,0.00251,0.00109,0.136,0.571,open.spotify.com/track/71SvEDmsOwIWw1IozsZoMA
Faithfully,Journey,71,76,4.451333333333333,0.202,0.644,0.0979,0.0,0.109,0.252,open.spotify.com/track/57ebBLITHpRgRKGrlbxMZS
Don't Stop Believin',Journey,85,76,4.1831,0.5,0.748,0.127,0.0,0.447,0.514,open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
Cum on Feel the Noize,Quiet Riot,67,63,4.79,0.441,0.908,0.000183,0.00328,0.0612,0.632,open.spotify.com/track/6FBmHx1FuaSnTnnnaThgbF
You Got It,Roy Orbison,72,68,3.5044333333333335,0.649,0.618,0.596,1.46e-06,0.192,0.667,open.spotify.com/track/6r20M5DWYdIoCDmDViBxuz
Fall Back Down,Rancid,62,63,3.72045,0.525,0.989,0.00244,0.0,0.123,0.504,open.spotify.com/track/3pdHJCTk85ls2SGGXIJ7XH
American Pie,Don McLean,80,68,8.614883333333333,0.531,0.481,0.699,0.0,0.0842,0.491,open.spotify.com/track/1fDsrQ23eTAVFElUMaf38X
Save Me,Remy Zero,63,47,4.070433333333333,0.43,0.971,0.000639,0.0,0.107,0.294,open.spotify.com/track/4pkFvX3AkuiSGPkv8gMlks
Bad Reputation,Joan Jett & The Blackhearts,0,68,2.8473333333333333,0.385,0.975,0.00197,0.0167,0.0602,0.821,open.spotify.com/track/5M5ySjWYS4s6hi2pEvEwb5
Mr. Jones,Counting Crows,0,71,4.541766666666667,0.58,0.814,0.173,1.8e-06,0.246,0.722,open.spotify.com/track/4q5cQyhhUW5X0PQVzA8VsG
Listen to the Music,The Doobie Brothers,78,70,3.7877666666666667,0.645,0.598,0.221,3.53e-06,0.0721,0.913,open.spotify.com/track/7Ar4G7Ci11gpt6sfH9Cgz5
Wild World,Yusuf / Cat Stevens,0,72,3.3362166666666666,0.484,0.508,0.376,0.000791,0.0961,0.554,open.spotify.com/track/269OfNY9Je1QWaDnu31KKp
To Be With You - 2010 Remastered Version,Mr. Big,69,64,3.508,0.688,0.375,0.286,0.0,0.133,0.45,open.spotify.com/track/3Mmt6Xk0H6VR92PEp6x3hP
Green-Tinted Sixties Mind - 2010 Remastered Version,Mr. Big,43,64,3.506883333333333,0.448,0.767,0.0212,2.57e-05,0.234,0.254,open.spotify.com/track/01mWPCa4StT9u5gGBBdmWW
Sweet Home Alabama,Lynyrd Skynyrd,0,75,4.685783333333333,0.597,0.605,0.181,0.000331,0.118,0.886,open.spotify.com/track/4CJVkjo5WpmUAKp3R44LNb
Free Bird,Lynyrd Skynyrd,0,75,9.31555,0.279,0.852,0.0119,0.076,0.0624,0.438,open.spotify.com/track/4JNi40t7xR5bO3PWxRkiPN
Simple Man,Lynyrd Skynyrd,0,75,5.96555,0.461,0.734,0.00079,0.00554,0.22,0.423,open.spotify.com/track/6kZFIsYCBeuH0f1zGk1UoM
What's Up?,4 Non Blondes,0,66,4.924883333333334,0.566,0.57,0.156,0.0,0.118,0.491,open.spotify.com/track/7f0jXNMu2xjQUtmKMuWhGA
Uptown Girl,Billy Joel,66,80,3.2477666666666667,0.696,0.943,0.0736,0.0,0.653,0.833,open.spotify.com/track/3CSpzkoL1XgDBZ1q9aDCUV
Tubthumping,Chumbawamba,68,58,4.6463,0.348,0.88,0.128,0.0,0.357,0.606,open.spotify.com/track/22HYEJveCvykVDHDiEEmjZ
Kickstart My Heart,Mötley Crüe,62,74,4.710883333333333,0.359,0.981,0.00125,0.00236,0.284,0.271,open.spotify.com/track/7GonnnalI2s19OCQO1J7Tf
Home Sweet Home,Mötley Crüe,54,74,4.01555,0.403,0.777,0.0999,3.28e-06,0.124,0.149,open.spotify.com/track/4zXvB4MoQD8onk0NCZbeHG
Wind Of Change,Scorpions,0,76,5.220433333333333,0.453,0.543,0.297,0.0,0.0928,0.282,open.spotify.com/track/6wjSNO6uJYlgbbfauyWhiw
Rock You Like a Hurricane,Scorpions,66,76,4.25955,0.587,0.891,0.000261,0.00454,0.314,0.705,open.spotify.com/track/46QazXxQS0B31CnbRCy8CV
Still Loving You,Scorpions,76,76,6.724216666666667,0.282,0.605,0.0047,0.00144,0.103,0.0783,open.spotify.com/track/0RdUX4WE0fO30VnlUbDVL6
Beds Are Burning,Midnight Oil,0,64,4.262216666666666,0.768,0.331,0.0116,0.000113,0.0783,0.298,open.spotify.com/track/4fip7UWzXWW2Yp2D8Yj9aA
Dressed For Success,Roxette,0,73,4.164,0.744,0.67,0.0831,0.0,0.184,0.856,open.spotify.com/track/5hRXW7bDPwj08jTI74N3gg
Foreplay / Long Time,Boston,67,70,7.794,0.435,0.657,0.00983,0.00748,0.0923,0.209,open.spotify.com/track/39C5FuZ8C8M0QI8CrMsPkR
Disappear,INXS,0,72,4.142216666666667,0.64,0.8,0.0102,1.64e-06,0.0801,0.869,open.spotify.com/track/5qBZceO4REC6Gdouon1zjC
More Than Words,Extreme,0,65,5.5991,0.621,0.144,0.464,0.0,0.12,0.255,open.spotify.com/track/7z0JcZ8PQoAfUaLIXvbyTH
The Best,Tina Turner,64,73,5.504216666666666,0.651,0.87,0.103,0.00815,0.0979,0.729,open.spotify.com/track/4OeFQtRyT7vsLnRTv7t8YT
Born To Be Wild,Steppenwolf,76,65,3.5062166666666665,0.438,0.71,0.262,0.537,0.221,0.53,open.spotify.com/track/63OFKbMaZSDZ4wtesuuq6f
Psycho Killer,Talking Heads,57,71,4.343333333333334,0.719,0.347,0.058,0.00126,0.12,0.961,open.spotify.com/track/449DFUJKZlzSO684XlVjEn
Funk #49,James Gang,0,54,3.9248833333333333,0.65,0.951,0.0434,0.656,0.0458,0.864,open.spotify.com/track/0WLbM2AOlMGcQsgpW7C9a0
Stand by Me,Ben E. King,84,69,3.0009166666666665,0.65,0.306,0.57,7.07e-06,0.0707,0.605,open.spotify.com/track/3SdTKo2uVsxFblQjpScoHy
Are You Gonna Go My Way,Lenny Kravitz,76,73,3.532216666666667,0.619,0.67,0.00165,0.0109,0.331,0.777,open.spotify.com/track/45Ia1U4KtIjAPPU7Wv1Sea
Ironic - 2015 Remaster,Alanis Morissette,74,72,3.8333333333333335,0.408,0.582,0.218,0.0,0.159,0.365,open.spotify.com/track/1d6KS9GH06JAd19uiBy9IE
You Oughta Know - 2015 Remaster,Alanis Morissette,72,72,4.158216666666666,0.665,0.834,0.21,0.0,0.452,0.411,open.spotify.com/track/3jS7bB0oXVOwGFZn3aE5NV
Head over Feet - 2015 Remaster,Alanis Morissette,66,72,4.454883333333333,0.482,0.808,0.0562,0.0,0.202,0.438,open.spotify.com/track/735rjks7kQgWCjTQlIHMuH
(Don't Fear) The Reaper,Blue Öyster Cult,78,66,5.1353333333333335,0.333,0.927,0.0029,0.000208,0.297,0.385,open.spotify.com/track/5QTxFnGygVM4jFQiBovmRo
Burnin' for You,Blue Öyster Cult,70,66,4.516666666666667,0.532,0.728,0.106,0.0108,0.0849,0.69,open.spotify.com/track/3fkPMWQ6cBNBLuFcPyMS8s
Living After Midnight,Judas Priest,66,69,3.5022166666666665,0.61,0.824,0.0136,1.75e-06,0.0606,0.819,open.spotify.com/track/0IXpUl1fn2QZcBavfuq0H4
Let's Twist Again,Chubby Checker,0,59,2.2777666666666665,0.605,0.747,0.244,0.0,0.16,0.886,open.spotify.com/track/50ZhLFpAf5nWUH9GlCwrWn
La Bamba,Los Lobos,61,61,2.8788833333333335,0.348,0.751,0.0699,0.000738,0.208,0.886,open.spotify.com/track/6uU5OBhGUE1ngSKDj4wtoq
Seven Nation Army,The White Stripes,1,75,3.8653333333333335,0.745,0.466,0.00666,0.35,0.272,0.303,open.spotify.com/track/3m6KkYKdnbffMpGd9Pm9FP
Smoke On The Water - Remastered 2012,Deep Purple,77,70,5.679033333333333,0.598,0.676,0.13,0.225,0.112,0.805,open.spotify.com/track/5MMnwYs0hIxkENRsbkWJ2G
Burn - Remastered 2004,Deep Purple,60,70,6.082216666666667,0.387,0.94,0.0155,0.023,0.327,0.582,open.spotify.com/track/1iW2ktyrQHNKZwFTvgP0Ta
Perfect Strangers,Deep Purple,0,70,5.473766666666666,0.521,0.721,0.00348,0.0113,0.391,0.611,open.spotify.com/track/521gC8oqqmUknLZpodHOh9
Imagine - Remastered 2010,John Lennon,81,73,3.1311,0.547,0.257,0.907,0.183,0.0935,0.169,open.spotify.com/track/7pKfPomDEeI4TPT6EOYjn9
Down Under,Men At Work,75,68,3.6811,0.746,0.79,0.0485,0.0261,0.0534,0.891,open.spotify.com/track/46RVKt5Edm1zl0rXhPJZxz
Bitter Sweet Symphony,The Verve,0,69,5.954433333333333,0.362,0.911,0.0336,0.0,0.466,0.498,open.spotify.com/track/3Z9PJ6xiEGmcqo2hESEB5n
Don't You (Forget About Me) - Remastered,Simple Minds,2,70,4.39955,0.602,0.784,0.00398,0.0852,0.0931,0.918,open.spotify.com/track/0A4PZuepTcIQVvA5m7R0M1
Karma Chameleon - Remastered 2002,Culture Club,77,67,4.212883333333333,0.668,0.73,0.225,0.0,0.188,0.894,open.spotify.com/track/2wSAWEYUHkt92X4SBAPqZE
Blue Monday - 2016 Remaster,New Order,67,69,7.513333333333334,0.793,0.703,0.000726,0.88,0.075,0.856,open.spotify.com/track/1RSy7B2vfPi84N80QJ6frX
Just Like Heaven,The Cure,0,77,3.5471,0.439,0.837,0.0808,0.0024,0.115,0.511,open.spotify.com/track/5ft1GmMZA4uNX7afvQfDLn
Smokin',Boston,66,70,4.356416666666667,0.197,0.796,0.000541,0.417,0.187,0.522,open.spotify.com/track/5u5qlnyVaewWugJIjzilIc
Just Like Paradise,David Lee Roth,62,54,4.054666666666667,0.611,0.853,0.0219,0.0,0.671,0.376,open.spotify.com/track/5ZY7Gug850kv4heJcWZGHM
Boys Don't Cry,The Cure,78,77,2.59955,0.462,0.836,0.00517,0.0,0.18,0.671,open.spotify.com/track/1QFh8OH1e78dGd3VyJZCAC
Hotel California - 2013 Remaster,Eagles,87,79,6.5229333333333335,0.579,0.508,0.00574,0.000494,0.0575,0.609,open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv
Epic,Faith No More,72,66,4.894216666666667,0.358,0.893,0.0222,0.0524,0.126,0.262,open.spotify.com/track/4ReyTz0y3TGkX48wO3Llot
Sunshine Of Your Love,Cream,0,65,4.166666666666667,0.684,0.482,0.475,7.32e-05,0.118,0.785,open.spotify.com/track/2BcvvHttiZRvguFM4hR398
Anarchy In The UK,Sex Pistols,65,60,3.541333333333333,0.359,0.949,0.0556,0.000396,0.236,0.212,open.spotify.com/track/5moTxUGPZXgGmosl4rIELm
Mississippi Queen,Mountain,72,57,2.52155,0.581,0.624,0.0987,0.0,0.0411,0.637,open.spotify.com/track/4vO9dmzNRqDhFY3jD1a3P7
Cult of Personality,Living Colour,70,56,4.913766666666667,0.504,0.918,0.00164,2.12e-05,0.78,0.539,open.spotify.com/track/5e3YOg6fIkP0wD5TyxcHOH
Slow Ride,Foghat,71,58,3.87555,0.493,0.586,0.0202,0.00106,0.102,0.656,open.spotify.com/track/4MYb7NWLwXNDB7bYs3HeX8
Hit Me With Your Best Shot,Pat Benatar,75,66,2.854433333333333,0.741,0.58,0.117,3.31e-05,0.212,0.944,open.spotify.com/track/0vOkmmJEtjuFZDzrQSFzEE
Story of My Life,Social Distortion,64,60,5.772216666666667,0.328,0.884,0.0676,0.0166,0.327,0.686,open.spotify.com/track/4Q4w8aRdfhIIEhBututktL
Killing In The Name,Rage Against The Machine,82,75,5.226216666666667,0.466,0.833,0.0266,0.0,0.0327,0.661,open.spotify.com/track/59WN2psjkt1tyaxjspN8fp
Black Hole Sun,Soundgarden,0,71,5.3097666666666665,0.351,0.822,0.000185,0.000117,0.0766,0.158,open.spotify.com/track/3ztCt91U2wGkDZuzbCwH6H
Two Princes,Spin Doctors,74,62,4.278883333333333,0.543,0.912,0.00162,2.1e-06,0.0565,0.836,open.spotify.com/track/4ePP9So5xRzspjLFVVbj90
Plush,Stone Temple Pilots,69,71,5.172433333333333,0.423,0.954,0.0021,0.0,0.177,0.5,open.spotify.com/track/3jJZVeExYzVYiV6Y9Fl3DX
Interstate Love Song,Stone Temple Pilots,1,71,3.2268833333333333,0.214,0.947,0.000552,0.00352,0.238,0.483,open.spotify.com/track/1AfYo6cKm3yHsJHdmNoGO1
Sympathy For The Devil,The Rolling Stones,0,82,6.295766666666666,0.566,0.673,0.565,1.13e-06,0.0438,0.583,open.spotify.com/track/4sFbojhVXQv7dBC9PVCcRn
Paint It Black,The Rolling Stones,0,82,3.3711,0.482,0.8,0.0569,0.00223,0.387,0.569,open.spotify.com/track/0wzABO1igQsSy8cQ7dIeHK
(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,0,82,3.71355,0.725,0.853,0.0348,0.127,0.196,0.904,open.spotify.com/track/7fSGbZLhWlAiCC3HDPAULu
Start Me Up - 2009 Re-Mastered Digital Version,The Rolling Stones,0,82,3.5511,0.631,0.932,0.0436,0.137,0.0918,0.971,open.spotify.com/track/6ml6iL8HUdQKgtMaehAZc8
Gimme Shelter,The Rolling Stones,0,82,4.512883333333333,0.63,0.616,0.463,0.0408,0.173,0.509,open.spotify.com/track/1dv3ePjze9tPq2pk8eWJdR
You Can't Always Get What You Want,The Rolling Stones,0,82,7.478666666666666,0.319,0.627,0.675,7.29e-05,0.289,0.497,open.spotify.com/track/72WZtWs6V7uu3aMgMmEkYe
You Really Got Me - Remastered,The Kinks,58,70,2.2344333333333335,0.588,0.948,0.147,7.92e-05,0.0787,0.962,open.spotify.com/track/09nZ9ZDWq1rTkmM3WjvMvF
Johnny B. Goode,Chuck Berry,0,68,2.6926666666666668,0.516,0.798,0.738,0.000128,0.305,0.969,open.spotify.com/track/3BUQFs6aFWh7EFNmI8bfL7
Tush - 2006 Remaster,ZZ Top,70,72,2.2988833333333334,0.58,0.885,0.1,0.00157,0.146,0.788,open.spotify.com/track/6zGDIDjfDkPyNxrEERO3XG
Barracuda,Heart,76,70,4.36555,0.548,0.691,0.015,0.106,0.144,0.667,open.spotify.com/track/4KfSdst7rW39C0sfhArdrz
Rock Around The Clock,Bill Haley & His Comets,55,57,2.283333333333333,0.609,0.526,0.139,0.0,0.0946,0.93,open.spotify.com/track/34AmZ4PMz9iNZVp9AMIGZj
Eye of the Tiger,Survivor,80,71,4.094,0.817,0.599,0.132,0.000311,0.0873,0.548,open.spotify.com/track/2KH16WveTQWT6KOG9Rg6e2
The Final Countdown,Europe,80,68,5.1722166666666665,0.529,0.843,0.0628,0.000827,0.0608,0.188,open.spotify.com/track/3MrRksHupTVEQ7YbA0FsZK
Carrie,Europe,73,68,4.53555,0.455,0.487,0.114,2.43e-06,0.358,0.139,open.spotify.com/track/29wJiSQcze8HEmxkUQykyp
Hitch a Ride,Boston,57,70,4.19555,0.383,0.814,0.0011,0.00406,0.101,0.569,open.spotify.com/track/0870QNicMawQH2cnzBVZ3P
Cocaine,Eric Clapton,72,76,3.694,0.699,0.502,0.0607,0.0337,0.317,0.676,open.spotify.com/track/2udGjDmpK1dH9VGyw7nrei
"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,73,76,4.8171,0.558,0.524,0.321,0.000952,0.94,0.636,open.spotify.com/track/3BEZCNZSmVv30vsMNSOCri
"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,74,76,4.666666666666667,0.695,0.336,0.8,0.00264,0.701,0.422,open.spotify.com/track/612VcBshQcy4mpB2utGc3H
Go Your Own Way,Fleetwood Mac,62,83,3.64,0.597,0.812,0.0219,0.00106,0.102,0.823,open.spotify.com/track/15rjQH7nTcTomKwfVMd4xl
Show Me The Way,Peter Frampton,0,64,4.054433333333333,0.7,0.726,0.434,1.1e-06,0.0963,0.641,open.spotify.com/track/7jxQEHNzUFUETrZNrlRAY8
Let My Love Open The Door,Pete Townshend,0,56,2.7442166666666665,0.656,0.647,0.371,0.000224,0.103,0.69,open.spotify.com/track/6efFyWuxv3o9jchAUFUPT9
House of the Rising Sun,The Animals,78,69,4.498433333333334,0.316,0.484,0.000334,0.00445,0.0912,0.299,open.spotify.com/track/4mn2kNTqiGLwaUR8JdhJ1l
Forever Young,Alphaville,75,67,3.7784333333333335,0.489,0.483,0.42,0.0028,0.236,0.333,open.spotify.com/track/4S1VYqwfkLit9mKVY3MXoo
"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,78,75,4.0671,0.606,0.457,0.713,2.53e-05,0.0747,0.813,open.spotify.com/track/0iOZM63lendWRTTeKhZBSC
The Boxer,Simon & Garfunkel,74,75,5.142,0.439,0.488,0.702,0.000339,0.16,0.629,open.spotify.com/track/76TZCvJ8GitQ2FA1q5dKu0
The Sound of Silence,Simon & Garfunkel,0,75,3.0906666666666665,0.435,0.456,0.136,1.62e-06,0.124,0.529,open.spotify.com/track/2LkaNhCrNVmcYgXJeLVmsw
Kayleigh,Marillion,58,63,4.056883333333333,0.562,0.671,0.0188,0.00378,0.0947,0.595,open.spotify.com/track/1Dsd1Nu06UbNmelEhPxKgB
Everybody Wants To Rule The World,Tears For Fears,0,74,4.191333333333334,0.637,0.811,0.363,0.00451,0.107,0.552,open.spotify.com/track/40dJCw4xU6Bd5ie9rfagNo
I Should Have Known Better - Remastered,The Beatles,0,88,2.718,0.682,0.444,0.257,0.0,0.115,0.91,open.spotify.com/track/49lytSpI9xviTrHs0OhYIo
How You Remind Me,Nickelback,83,79,3.7306666666666666,0.446,0.764,0.00135,0.0,0.099,0.543,open.spotify.com/track/0gmbgwZ8iqyMPmXefof8Yf
Rockstar,Nickelback,74,79,4.200666666666667,0.616,0.91,0.0459,0.0,0.343,0.693,open.spotify.com/track/3RlsVPIIs5KFhLFhxZ4iDF
Photograph,Nickelback,72,79,4.315333333333333,0.515,0.876,0.000932,0.000166,0.136,0.385,open.spotify.com/track/3hb2ScEVkGchcAQqrPLP0R
Gotta Be Somebody,Nickelback,66,79,4.210883333333333,0.536,0.89,0.000354,0.00165,0.133,0.205,open.spotify.com/track/06T10fEzN8ZCcqzQZYA184
Your Love,The Outfield,74,67,3.6973333333333334,0.555,0.757,0.103,1.16e-06,0.0631,0.582,open.spotify.com/track/5dRQUolXAVX3BbCiIxmSsf
Photograph,Weezer,0,77,2.318216666666667,0.463,0.899,9.33e-05,0.00145,0.395,0.404,open.spotify.com/track/5CrmMPOT4e85jWHKcmuSmw
Island In The Sun,Weezer,0,77,3.338433333333333,0.654,0.81,0.00719,0.00251,0.165,0.661,open.spotify.com/track/3Pnhzf3Knhdsavx0VM2ZmG
"I'll Be There for You (Theme from ""Friends')",The Rembrandts,59,58,3.12155,0.258,0.919,0.065,0.0,0.279,0.636,open.spotify.com/track/1lfjTOtTRUDkzcmahA4lcs
Shine On,The Kooks,54,71,3.2373333333333334,0.466,0.634,0.0763,0.0,0.0678,0.324,open.spotify.com/track/5zsvG3RApT8qMVl7673FqF
Why Can't We Be Friends,Smash Mouth,0,69,4.770666666666667,0.475,0.871,0.154,0.0,0.306,0.722,open.spotify.com/track/6PVJFuMAKIL1fnvW9iTCg9
18 and Life,Skid Row,72,65,3.832666666666667,0.466,0.648,0.0023,1.49e-05,0.112,0.305,open.spotify.com/track/0qgrrDnUUhyxpxbBznUnzg
In a Darkened Room,Skid Row,62,65,3.9177666666666666,0.338,0.668,0.00275,1.15e-06,0.192,0.358,open.spotify.com/track/4WwWjFCyvUY2fcx8OULByB
I Remember You,Skid Row,71,65,5.2282166666666665,0.345,0.531,0.00642,7.28e-06,0.14,0.49,open.spotify.com/track/4ZpXHlV2vQVfPXUvbDSZ92
All Right Now,Free,0,63,5.5484333333333336,0.766,0.446,0.25,0.000704,0.318,0.743,open.spotify.com/track/7IhkWF9zpiYKlU7CxHxYT9
Heartache Tonight - 2013 Remaster,Eagles,65,79,4.427966666666666,0.81,0.511,0.0778,0.000226,0.0714,0.858,open.spotify.com/track/2bzgKuK3pVez40qUvo8sYr
Hold On Loosely,38 Special,0,63,4.677266666666666,0.567,0.559,0.00888,0.00131,0.0764,0.898,open.spotify.com/track/0QXaOq4DrPkX7cJsXhERrE
Magic Carpet Ride,Steppenwolf,0,65,4.5262166666666666,0.64,0.651,0.142,0.28,0.0341,0.801,open.spotify.com/track/05B7Kc8fvBlX0OWbE6piPZ
Tom Sawyer,Rush,0,70,4.6146666666666665,0.436,0.884,0.0022,0.0154,0.058,0.72,open.spotify.com/track/06TY7FCbeT7Lu39oZ0IEsN
Day After Day,Badfinger,0,62,3.1704333333333334,0.612,0.514,0.335,3.16e-06,0.051,0.365,open.spotify.com/track/4laZwjS5MresGd3E6yGxNX
Fat Lip,Sum 41,0,74,2.9711,0.405,0.91,0.000499,0.0,0.0739,0.641,open.spotify.com/track/4dzOxPZFYX77xpMwv4EhnO
Gives You Hell,The All-American Rejects,0,71,3.5517666666666665,0.718,0.691,0.0159,0.0,0.0627,0.552,open.spotify.com/track/1wYJnu1hMrYMNrkXKTVrYd
The Middle,Jimmy Eat World,0,70,2.8042166666666666,0.634,0.886,0.0291,0.0,0.342,0.922,open.spotify.com/track/5kD9T7GForh8LnRz5ClbL8
Ocean Avenue,Yellowcard,76,66,3.3044333333333333,0.486,0.904,3.43e-05,2.83e-05,0.0947,0.786,open.spotify.com/track/23oxJmDc1V9uLUSmN2LIvx
Sweet Caroline,Neil Diamond,0,71,3.3928833333333333,0.529,0.127,0.611,0.000109,0.237,0.578,open.spotify.com/track/3zByVQLvdXUaDTubfWkpCk
School Days,The Runaways,0,57,2.8871,0.451,0.857,0.0847,0.0532,0.149,0.678,open.spotify.com/track/2wgOqdWK90FUNkmQMMyPjv
Modern Love - 1999 Remaster,David Bowie,0,81,4.807766666666667,0.315,0.889,0.000376,0.00241,0.133,0.961,open.spotify.com/track/7LyIoUsiMtelB1I0I4drEF
Every Road Leads Home To You,Richie Sambora,22,45,4.6808,0.475,0.869,0.0061,3.45e-05,0.131,0.354,open.spotify.com/track/4QAr3QZk2cA7l4ICWEcC7f
Free Fallin',Tom Petty,2,72,4.2777666666666665,0.617,0.435,0.178,0.0,0.0822,0.601,open.spotify.com/track/7woZGXjtaYwuvSoU1zToB3
Don't Stop - 2004 Remaster,Fleetwood Mac,72,83,3.2224333333333335,0.671,0.71,0.0393,1.12e-05,0.0387,0.834,open.spotify.com/track/4bEb3KE4mSKlTFjtWJQBqO
Never Gonna Give You Up,Rick Astley,6,68,3.55955,0.721,0.939,0.115,3.79e-05,0.108,0.914,open.spotify.com/track/4uLU6hMCjMI75M1A2tKUQC
I Live My Life for You,Firehouse,56,60,4.363766666666667,0.519,0.517,0.0537,0.0,0.0928,0.344,open.spotify.com/track/4vHp893kV7HksfB5FN1Nk5
For the Love of God,Steve Vai,57,53,6.05555,0.152,0.842,0.00347,0.912,0.115,0.283,open.spotify.com/track/5m5I3KcV83zf2p2qbsnr3y
Tender Surrender,Steve Vai,55,53,5.017766666666667,0.559,0.567,0.174,0.103,0.122,0.227,open.spotify.com/track/1BpMzIbVYhLfXTQe7ob2sY
Rainbow In The Dark,Dio,68,65,4.21155,0.508,0.912,7.06e-05,0.403,0.0492,0.682,open.spotify.com/track/5qFxuUIAwJlzO60vqOiL7y
Tainted Love,Soft Cell,79,65,2.5633333333333335,0.5,0.501,0.462,0.0,0.26,0.623,open.spotify.com/track/0cGG2EouYCEEC3xfa0tDFV
That's What I Like,Jive Bunny and the Mastermixers,45,47,4.0251,0.695,0.941,0.0435,0.00095,0.116,0.788,open.spotify.com/track/5UmDpzngy9Km4ennDma7jq
Chelsea Dagger,The Fratellis,60,64,3.396,0.51,0.818,0.0439,0.0,0.0801,0.574,open.spotify.com/track/52fnLN02thRhTnbzVZzdqq
Great Balls of Fire - Live,Jerry Lee Lewis,54,61,1.8331,0.329,0.948,0.6,0.00291,0.964,0.694,open.spotify.com/track/6LivLb2QdgYkSDvN1QVTT8
Crash into Me,Dave Matthews Band,47,68,5.272216666666667,0.529,0.654,0.218,0.00233,0.102,0.485,open.spotify.com/track/0cU7itQsrmLK0nggvYc8jM
The Stone,Dave Matthews Band,30,68,7.478433333333333,0.358,0.737,0.425,0.0203,0.087,0.322,open.spotify.com/track/2BGQUzDfBJl01GhqiCV8q4
"Steady, As She Goes",The Raconteurs,10,63,3.5877666666666665,0.534,0.605,0.00865,0.00826,0.0781,0.56,open.spotify.com/track/2VAlwOewe5c40VHyqozF1V
Friday I'm In Love,The Cure,0,77,3.586,0.526,0.763,0.00126,6.75e-05,0.359,0.514,open.spotify.com/track/20CNpCKq1oTdvekXaboyeq
Zombie,The Cranberries,0,76,5.107333333333333,0.309,0.649,0.0158,0.00595,0.367,0.313,open.spotify.com/track/6xy6jNeNTYwjnKTDzMyHw2
Alone,Heart,77,70,3.64555,0.418,0.452,0.638,0.00026,0.0959,0.168,open.spotify.com/track/54b8qPFqYqIndfdxiLApea
Linger,The Cranberries,0,76,4.5793333333333335,0.438,0.428,0.0841,4.63e-05,0.138,0.209,open.spotify.com/track/1aLNpg2kKvUncflV8xE5AA
Chloe Dancer/Crown Of Thorns,Mother Love Bone,34,50,8.373766666666667,0.362,0.369,0.0763,2.08e-05,0.11,0.277,open.spotify.com/track/6u5PNKpwoJrMEnCY0hTkAi
Bulls On Parade,Rage Against The Machine,77,75,3.8244333333333334,0.412,0.919,0.0124,0.0601,0.424,0.572,open.spotify.com/track/0tZ3mElWcr74OOhKEiNz1x
